;id;name;source_id;node_id;lat;long;country_code;comment;param;uncertainty;method;tags
246;INET_PL_4085;MIDAL_15;['INET_PL_408'];['INET_N_242', 'INET_N_212'];[52.613673, 52.05857];[8.493598, 8.699208];['DE', 'DE'];None;{'diameter_mm': 800.0, 'is_H_gas': 1.0, 'is_bothDirection': 0.0, 'lat_mean': 52.336121500000004, 'length_km': 63.305544527604994, 'long_mean': 8.596403, 'max_cap_M_m3_per_d': 35.06849, 'max_pressure_bar': 95.28684612983216, 'num_compressor': 3.0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 0.27755149999999773, 'length_km': 0.5, 'long_mean': 0.10280500000000002, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 4.402886798248936, 'num_compressor': 0, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'raw', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'raw', 'max_pressure_bar': 'Lasso', 'num_compressor': 'raw', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
247;INET_PL_4086;MIDAL_16;['INET_PL_408'];['INET_N_212', 'INET_N_180'];[52.05857, 50.785275];[8.699208, 9.788964];['DE', 'DE'];None;{'diameter_mm': 800.0, 'is_H_gas': 1.0, 'is_bothDirection': 0.0, 'lat_mean': 51.4219225, 'length_km': 160.53174440614015, 'long_mean': 9.244086, 'max_cap_M_m3_per_d': 35.06849, 'max_pressure_bar': 95.57635323930965, 'num_compressor': 3.0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 0.6366475000000021, 'length_km': 0.5, 'long_mean': 0.5448779999999998, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 4.402886798248936, 'num_compressor': 0, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'raw', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'raw', 'max_pressure_bar': 'Lasso', 'num_compressor': 'raw', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
248;INET_PL_4087;MIDAL_17;['INET_PL_408'];['INET_N_180', 'INET_N_157'];[50.785275, 49.485];[9.788964, 8.421];['DE', 'DE'];None;{'diameter_mm': 800.0, 'is_H_gas': 1.0, 'is_bothDirection': 0.0, 'lat_mean': 50.1351375, 'length_km': 174.4344959325959, 'long_mean': 9.104982, 'max_cap_M_m3_per_d': 35.06849, 'max_pressure_bar': 95.57635323930965, 'num_compressor': 3.0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 0.6501374999999996, 'length_km': 0.5, 'long_mean': 0.6839820000000003, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 4.402886798248936, 'num_compressor': 0, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'raw', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'raw', 'max_pressure_bar': 'Lasso', 'num_compressor': 'raw', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
249;INET_PL_417;Minerbio_Parma;['INET_PL_417'];['INET_N_734', 'INET_N_731'];[44.802049, 44.615731];[10.326095, 11.497959];['IT', 'IT'];None;{'diameter_mm': 1219.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 44.70889, 'length_km': 94.92473120005947, 'long_mean': 10.912027, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.09315899999999998, 'length_km': 0.5, 'long_mean': 0.5859319999999997, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
250;INET_PL_419;Minerbio_RavennaTerra;['INET_PL_419'];['INET_N_728', 'INET_N_731'];[44.416686, 44.615731];[12.306514, 11.497959];['IT', 'IT'];None;{'diameter_mm': 762.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 44.5162085, 'length_km': 67.84248715641927, 'long_mean': 11.9022365, 'max_cap_M_m3_per_d': 59.838202197518775, 'max_pressure_bar': 70.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.09952249999999906, 'length_km': 0.5, 'long_mean': 0.40427750000000007, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
251;INET_PL_421;Mira_CampagnaLupia;['INET_PL_421'];['INET_N_750', 'INET_N_753'];[45.353355, 45.426979];[12.097296, 12.131102];['IT', 'IT'];None;{'diameter_mm': 762.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 45.390167000000005, 'length_km': 8.604426501958, 'long_mean': 12.114199, 'max_cap_M_m3_per_d': 59.838202197518775, 'max_pressure_bar': 70.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.03681200000000117, 'length_km': 0.5, 'long_mean': 0.01690300000000011, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
252;INET_PL_423;MoggioUdinesse_Pontebba_1;['INET_PL_423'];['INET_N_780', 'INET_N_775'];[46.506812, 46.398538];[13.304698, 13.186671];['IT', 'IT'];None;{'diameter_mm': 914.4, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 46.452675, 'length_km': 15.061438193172117, 'long_mean': 13.2456845, 'max_cap_M_m3_per_d': 56.57857496782336, 'max_pressure_bar': 58.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.05413699999999721, 'length_km': 0.5, 'long_mean': 0.05901349999999982, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
253;INET_PL_425;MoggioUdinesse_Pontebba_2;['INET_PL_425'];['INET_N_780', 'INET_N_775'];[46.506812, 46.398538];[13.304698, 13.186671];['IT', 'IT'];None;{'diameter_mm': 1066.8, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 46.452675, 'length_km': 15.061438193172117, 'long_mean': 13.2456845, 'max_cap_M_m3_per_d': 59.838202197518775, 'max_pressure_bar': 70.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.05413699999999721, 'length_km': 0.5, 'long_mean': 0.05901349999999982, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
254;INET_PL_427;MoggioUdinesse_Pontebba_3;['INET_PL_427'];['INET_N_780', 'INET_N_775'];[46.506812, 46.398538];[13.304698, 13.186671];['IT', 'IT'];None;{'diameter_mm': 1219.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 46.452675, 'length_km': 15.061438193172117, 'long_mean': 13.2456845, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.05413699999999721, 'length_km': 0.5, 'long_mean': 0.05901349999999982, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
255;INET_PL_429;Moliterno_Lauria_1;['INET_PL_429'];['INET_N_674', 'INET_N_676'];[40.050224, 40.242959];[15.840378, 15.865276];['IT', 'IT'];None;{'diameter_mm': 1219.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.1465915, 'length_km': 21.542147702915045, 'long_mean': 15.852827, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.0963674999999995, 'length_km': 0.5, 'long_mean': 0.012449000000000154, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
256;INET_PL_431;Moliterno_Lauria_2;['INET_PL_431'];['INET_N_674', 'INET_N_676'];[40.050224, 40.242959];[15.840378, 15.865276];['IT', 'IT'];None;{'diameter_mm': 1219.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.1465915, 'length_km': 21.542147702915045, 'long_mean': 15.852827, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.0963674999999995, 'length_km': 0.5, 'long_mean': 0.012449000000000154, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
257;INET_PL_433;Moliterno_MontesanoSullaMarcellana_1;['INET_PL_433'];['INET_N_678', 'INET_N_676'];[40.281815, 40.242959];[15.667287, 15.865276];['IT', 'IT'];None;{'diameter_mm': 1219.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.262387000000004, 'length_km': 17.351905126809335, 'long_mean': 15.7662815, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.019428000000001333, 'length_km': 0.5, 'long_mean': 0.09899449999999987, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
258;INET_PL_435;Moliterno_MontesanoSullaMarcellana_2;['INET_PL_435'];['INET_N_678', 'INET_N_676'];[40.281815, 40.242959];[15.667287, 15.865276];['IT', 'IT'];None;{'diameter_mm': 1219.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.262387000000004, 'length_km': 17.351905126809335, 'long_mean': 15.7662815, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.019428000000001333, 'length_km': 0.5, 'long_mean': 0.09899449999999987, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
259;INET_PL_437;Monaco;['INET_PL_437'];['INET_N_137', 'INET_N_135'];[48.223, 48.17];[11.798, 12.826];['DE', 'DE'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 48.1965, 'length_km': 76.44643663770924, 'long_mean': 12.312000000000001, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.026499999999998632, 'length_km': 0.5, 'long_mean': 0.5140000000000002, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
260;INET_PL_439;Montalbano_GaglianoSparacollo_1;['INET_PL_439'];['INET_N_662', 'INET_N_664'];[37.684813, 38.022844];[14.652717, 15.013029];['IT', 'IT'];None;{'diameter_mm': 1219.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 37.8538285, 'length_km': 49.143129048263944, 'long_mean': 14.832873, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.16901550000000043, 'length_km': 0.5, 'long_mean': 0.18015599999999932, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
261;INET_PL_441;Montalbano_GaglianoSparacollo_2;['INET_PL_441'];['INET_N_662', 'INET_N_664'];[37.684813, 38.022844];[14.652717, 15.013029];['IT', 'IT'];None;{'diameter_mm': 1219.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 37.8538285, 'length_km': 49.143129048263944, 'long_mean': 14.832873, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.16901550000000043, 'length_km': 0.5, 'long_mean': 0.18015599999999932, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
262;INET_PL_443;Montalbano_GaglianoSparacollo_3;['INET_PL_443'];['INET_N_662', 'INET_N_664'];[37.684813, 38.022844];[14.652717, 15.013029];['IT', 'IT'];None;{'diameter_mm': 1219.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 37.8538285, 'length_km': 49.143129048263944, 'long_mean': 14.832873, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.16901550000000043, 'length_km': 0.5, 'long_mean': 0.18015599999999932, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
263;INET_PL_4450;Montesa_Ibiza0;['INET_PL_445'];['INET_N_336', 'INET_N_333'];[38.959997, 38.868056];[-0.616608, -0.026709];['ES', 'ES'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 38.914026500000006, 'length_km': 52.06790920178066, 'long_mean': -0.3216585, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.04597049999999925, 'length_km': 0.5, 'long_mean': 0.2949495, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
264;INET_PL_4451;Montesa_Ibiza1;['INET_PL_445'];['INET_N_333', 'INET_N_337'];[38.868056, 39.0];[-0.026709, 1.46];['ES', 'ES'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 38.934028, 'length_km': 129.4665771162366, 'long_mean': 0.7166454999999999, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.06597199999999859, 'length_km': 0.5, 'long_mean': 0.7433544999999999, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
265;INET_PL_4480;Montesa_Tivisa0;['INET_PL_448'];['INET_N_336', 'INET_N_339'];[38.959997, 39.533233];[-0.616608, -0.457085];['ES', 'ES'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 39.246615000000006, 'length_km': 65.2248089736921, 'long_mean': -0.5368465, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.2866180000000007, 'length_km': 0.5, 'long_mean': 0.07976150000000001, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
266;INET_PL_4481;Montesa_Tivisa1;['INET_PL_448'];['INET_N_339', 'INET_N_345'];[39.533233, 41.041];[-0.457085, 0.7036];['ES', 'ES'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.287116499999996, 'length_km': 194.48104751241567, 'long_mean': 0.12325749999999999, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.7538834999999969, 'length_km': 0.5, 'long_mean': 0.5803425, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
267;INET_PL_451;MontesanoSullaMarcellana_Melizzano_1;['INET_PL_451'];['INET_N_691', 'INET_N_678'];[41.161769, 40.281815];[14.505163, 15.667287];['IT', 'IT'];None;{'diameter_mm': 1219.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.721792, 'length_km': 138.47970866938005, 'long_mean': 15.086224999999999, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.4399769999999989, 'length_km': 0.5, 'long_mean': 0.5810620000000001, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
