;id;name;source_id;node_id;lat;long;country_code;comment;param;uncertainty;method;tags
0;INET_PL_1;AlcazarDeSanJuan_Chinchilla;['INET_PL_1'];['INET_N_338', 'INET_N_335'];[39.3900748, 38.892435];[-3.3500984, -1.719831];['ES', 'ES'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 39.1412549, 'length_km': 151.1390654104781, 'long_mean': -2.5349646999999997, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.24881990000000084, 'length_km': 0.5, 'long_mean': 0.8151336999999997, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
1;INET_PL_3;Tarancon_Madrid;['INET_PL_3'];['INET_N_341', 'INET_N_342'];[40.01, 40.223];[-3.207, -3.681];['ES', 'ES'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.1165, 'length_km': 46.76463181147863, 'long_mean': -3.444, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.10650000000000048, 'length_km': 0.5, 'long_mean': 0.2370000000000001, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
2;INET_PL_5;Alessandria_Cortemaggiore;['INET_PL_5'];['INET_N_737', 'INET_N_735'];[44.991076, 44.90008];[9.920891, 8.60944];['IT', 'IT'];None;{'diameter_mm': 914.4, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 44.945578, 'length_km': 103.73911546537694, 'long_mean': 9.265165499999998, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.04549799999999848, 'length_km': 0.5, 'long_mean': 0.6557255, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
3;INET_PL_7;Almendralejo_Badajoz;['INET_PL_7'];['INET_N_332', 'INET_N_334'];[38.711202, 38.87665];[-6.382539, -6.9714];['ES', 'ES'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 38.793926, 'length_km': 54.26567651505522, 'long_mean': -6.6769695, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.08272399999999891, 'length_km': 0.5, 'long_mean': 0.29443049999999976, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
4;INET_PL_9;Almendralejo_Zamora;['INET_PL_9'];['INET_N_332', 'INET_N_351'];[38.711202, 41.506];[-6.382539, -5.644];['ES', 'ES'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.108601, 'length_km': 317.14656408978936, 'long_mean': -6.0132695, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 1.397399, 'length_km': 0.5, 'long_mean': 0.3692695000000001, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
5;INET_PL_11;Altamura_Candela;['INET_PL_11'];['INET_N_690', 'INET_N_687'];[41.136273, 40.827134];[15.514454, 16.553126];['IT', 'IT'];None;{'diameter_mm': 1219.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.9817035, 'length_km': 93.7495577314835, 'long_mean': 16.03379, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.15456950000000091, 'length_km': 0.5, 'long_mean': 0.5193359999999991, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
6;INET_PL_13;Altamura_Latiano;['INET_PL_13'];['INET_N_682', 'INET_N_687'];[40.550803, 40.827134];[17.717742, 16.553126];['IT', 'IT'];None;{'diameter_mm': 508.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.6889685, 'length_km': 102.92069636172059, 'long_mean': 17.135434, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.1381654999999995, 'length_km': 0.5, 'long_mean': 0.5823080000000012, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
7;INET_PL_15;Altamura_MonteAlpi;['INET_PL_15'];['INET_N_686', 'INET_N_687'];[40.626457, 40.827134];[15.985341, 16.553126];['IT', 'IT'];None;{'diameter_mm': 508.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.7267955, 'length_km': 52.8095084425058, 'long_mean': 16.2692335, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.10033849999999944, 'length_km': 0.5, 'long_mean': 0.28389249999999944, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
8;INET_PL_17;Altamura_Palagiano;['INET_PL_17'];['INET_N_683', 'INET_N_687'];[40.578453, 40.827134];[17.038207, 16.553126];['IT', 'IT'];None;{'diameter_mm': 1219.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.7027935, 'length_km': 49.37837425697909, 'long_mean': 16.7956665, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.12434049999999884, 'length_km': 0.5, 'long_mean': 0.24254050000000046, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
9;INET_PL_19;Chazelles_Roussines;['INET_PL_19'];['INET_N_422', 'INET_N_431'];[45.64714, 46.463];[0.367019, 1.38];['FR', 'FR'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1, 'is_bothDirection': 0, 'lat_mean': 46.05507, 'length_km': 119.78577478824157, 'long_mean': 0.8735094999999999, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 1, 'is_bothDirection': 1, 'lat_mean': 0.4079300000000003, 'length_km': 0.5, 'long_mean': 0.5064905, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'make_Attrib(const)', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
10;INET_PL_21;Arad_Szeged;['INET_PL_21'];['INET_N_967', 'INET_N_626'];[46.1817, 46.302801];[21.31056, 20.194969];['RO', 'HU'];None;{'diameter_mm': 700.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 46.2422505, 'length_km': 86.86981590950965, 'long_mean': 20.752764499999998, 'max_cap_M_m3_per_d': 12.05, 'max_pressure_bar': 85.19320241313262, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.0605505000000015, 'length_km': 0.5, 'long_mean': 0.5577954999999991, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 3.6707170360396923, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'raw', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
11;INET_PL_23;Arnoldstein_Tarvisio_Extra;['INET_PL_23'];['INET_N_779', 'INET_N_6'];[46.505528, 46.5499903];[13.592806, 13.7057619];['IT', 'AT'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 46.527759149999994, 'length_km': 9.958866273008491, 'long_mean': 13.649283950000001, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.022231149999999644, 'length_km': 0.5, 'long_mean': 0.056477950000000554, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
12;INET_PL_250;ArtereDeLAdour0;['INET_PL_25'];['INET_N_367', 'INET_N_394'];[43.3122, 43.333204];[-1.986, -1.743022];['ES', 'FR'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 43.322702, 'length_km': 19.80004167551746, 'long_mean': -1.864511, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.010502000000002454, 'length_km': 0.5, 'long_mean': 0.12148899999999994, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
13;INET_PL_251;ArtereDeLAdour1;['INET_PL_25'];['INET_N_394', 'INET_N_402'];[43.333204, 43.493];[-1.743022, -1.462];['FR', 'FR'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 43.413102, 'length_km': 28.835672934684723, 'long_mean': -1.602511, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.07989800000000001, 'length_km': 0.5, 'long_mean': 0.14051100000000002, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
14;INET_PL_28;BBL;['INET_PL_28'];['INET_N_516', 'INET_N_876'];[52.8506, 52.86];[1.466, 4.822];['GB', 'NL'];None;{'diameter_mm': 914.0, 'is_H_gas': 1.0, 'is_bothDirection': 1.0, 'lat_mean': 52.8553, 'length_km': 225.38404933548642, 'long_mean': 3.144, 'max_cap_M_m3_per_d': 43.83, 'max_pressure_bar': 135.0, 'num_compressor': 1.0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 0, 'lat_mean': 0.004699999999999704, 'length_km': 0.5, 'long_mean': 1.678, 'max_cap_M_m3_per_d': 0, 'max_pressure_bar': 0, 'num_compressor': 0, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'raw', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'raw', 'max_pressure_bar': 'raw', 'num_compressor': 'raw', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
15;INET_PL_30;Benevento_Biccari;['INET_PL_30'];['INET_N_692', 'INET_N_689'];[41.396964, 41.128905];[15.195382, 14.781876];['IT', 'IT'];None;{'diameter_mm': 609.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 41.2629345, 'length_km': 45.65430524382574, 'long_mean': 14.988629, 'max_cap_M_m3_per_d': 58.20838858267106, 'max_pressure_bar': 64.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.13402949999999691, 'length_km': 0.5, 'long_mean': 0.20675299999999994, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
16;INET_PL_32;Bernalda_Grumento;['INET_PL_32'];['INET_N_679', 'INET_N_681'];[40.316324, 40.412126];[15.90466, 16.688712];['IT', 'IT'];None;{'diameter_mm': 1066.8, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 40.364225000000005, 'length_km': 67.29777547648362, 'long_mean': 16.296686, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.04790099999999952, 'length_km': 0.5, 'long_mean': 0.3920259999999995, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
17;INET_PL_34;Berneau_Eynatten;['INET_PL_34'];['INET_N_42', 'INET_N_41'];[50.753777, 50.7];[5.739351, 6.09];['BE', 'BE'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 50.7268885, 'length_km': 25.40358987522274, 'long_mean': 5.9146754999999995, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.026888499999998313, 'length_km': 0.5, 'long_mean': 0.17532449999999988, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
18;INET_PL_36;Berneau_Gravenvoeren;['INET_PL_36'];['INET_N_42', 'INET_N_43'];[50.753777, 50.7587829];[5.739351, 5.7611628];['BE', 'BE'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 50.75627995, 'length_km': 1.632693831453437, 'long_mean': 5.7502569, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.0025029500000002254, 'length_km': 0.5, 'long_mean': 0.010905900000000024, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
19;INET_PL_38;Beziers_Barbaira;['INET_PL_38'];['INET_N_395', 'INET_N_393'];[43.34632, 43.1756];[3.231472, 2.513];['FR', 'FR'];None;{'diameter_mm': 904.0325746041776, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 43.26096, 'length_km': 61.217047219594306, 'long_mean': 2.872236, 'max_cap_M_m3_per_d': 88.06592494030959, 'max_pressure_bar': 88.19392194763358, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 184.4481921088109, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.08535999999999787, 'length_km': 0.5, 'long_mean': 0.35923600000000006, 'max_cap_M_m3_per_d': 27.75586487610819, 'max_pressure_bar': 4.402886798248936, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'Lasso', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
20;INET_PL_40;BGTP;['INET_PL_40'];['INET_N_555', 'INET_N_559'];[54.589, 54.84019];[-5.911, -5.788932];['GB', 'GB'];None;{'diameter_mm': 600.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 54.714595, 'length_km': 29.0197714347825, 'long_mean': -5.849966, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.12559500000000057, 'length_km': 0.5, 'long_mean': 0.06103399999999981, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
21;INET_PL_42;Biccari_Candela;['INET_PL_42'];['INET_N_690', 'INET_N_692'];[41.136273, 41.396964];[15.514454, 15.195382];['IT', 'IT'];None;{'diameter_mm': 1219.0, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 41.2666185, 'length_km': 39.40077754479442, 'long_mean': 15.354918000000001, 'max_cap_M_m3_per_d': 61.19638020989187, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 0, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.13034549999999712, 'length_km': 0.5, 'long_mean': 0.15953600000000012, 'max_cap_M_m3_per_d': 28.724422381304908, 'max_pressure_bar': 0, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'raw', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'raw', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
