id;name;source_id;node_id;lat;long;country_code;comment;param;uncertainty;method;tags
INET_BP_0;Almeria;['INET_BP_0'];['SEQ_5555_p'];36.67306;-2.21645;XX;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_1;Alveringem;['INET_BP_1'];['SEQ_1041_p'];51.01642;2.8213;BE;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_2;Arnoldstein;['INET_BP_2'];['INET_N_76'];46.54999;13.70576;AT;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_3;Backi Breg;['INET_BP_3'];['SEQ_1674_p'];46.09571;18.7383;RS;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_4;Badajoz;['INET_BP_4'];['SEQ_2693_p'];38.85621;-6.89401;ES;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_5;Balassagyarmat;['INET_BP_5'];['SEQ_376_p'];48.06674;19.26114;SK;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_6;Balgzand;['INET_BP_6'];['N_320_NS_LMGN'];52.85142;4.84876;NL;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_7;Ballylumford;['INET_BP_7'];['INET_N_120'];54.8428;-5.78422;GB;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_8;Basel;['INET_BP_8'];['LKD_N_671'];47.56344;7.67359;CH;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_9;Baumgarten;['INET_BP_9'];['N_212_L_LMGN'];48.36282;16.76913;AT;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_10;Beregdaroc;['INET_BP_10'];['SEQ_4057_p'];48.18885;22.59206;HU;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_11;Bibesti;['INET_BP_11'];['N_208_S_LMGN'];44.74909;23.54231;RO;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_12;Biriatou;['INET_BP_12'];['SEQ_8778_p'];43.30877;-1.71111;FR;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_13;Bocholtz;['INET_BP_13'];['SEQ_11599_p'];50.7936;5.98559;DE;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_14;Brandov;['INET_BP_14'];['LKD_N_91'];50.64598;13.38158;DE;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_15;Brighthouse;['INET_BP_15'];['SEQ_1169_p'];54.81249;-4.10175;GB;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_16;Budince;['INET_BP_16'];['INET_N_1561'];48.54841;22.12217;SK;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_17;Burghausen;['INET_BP_17'];['N_2631_S_LMGN'];48.19149;12.86101;AT;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_18;Campo Maior;['INET_BP_18'];['SEQ_2692_p'];38.95729;-7.20273;PT;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_19;Cersak;['INET_BP_19'];['SEQ_559_p'];46.72824;15.7671;AT;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_20;Cordoba;['INET_BP_20'];['N_564_M_LMGN'];37.82964;-4.68795;ES;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_21;Cordoba;['INET_BP_21'];['N_564_M_LMGN'];37.82964;-4.68795;ES;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_22;Csanadpalota;['INET_BP_22'];['SEQ_396_p'];46.21163;20.77967;HU;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_23;Deutschneudorf;['INET_BP_23'];['N_2047_S_LMGN'];50.63739;13.52173;DE;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_24;Dilsen;['INET_BP_24'];['SEQ_10253__M_LMGN'];51.02287;5.80138;BE;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_25;Donji Miholac;['INET_BP_25'];['N_2633_S_LMGN'];45.76138;18.1601;HR;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_26;Dornum;['INET_BP_26'];['LKD_N_161'];53.6525;7.41631;DE;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_27;Dravaszerdahely;['INET_BP_27'];['N_2633_S_LMGN'];45.76138;18.1601;HU;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_28;Drozdwicze;['INET_BP_28'];['SEQ_2014_p'];49.8607;23.59986;UA;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_29;Dunkerque;['INET_BP_29'];['N_3_NS_LMGN'];51.03396;2.19267;XX;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_30;Ellund;['INET_BP_30'];['INET_N_429'];54.80396;9.28701;DE;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_31;Elten;['INET_BP_31'];['SEQ_11404_p'];51.86375;6.12728;NL;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
INET_BP_32;Emden;['INET_BP_32'];['NO_N_19'];53.34383;7.1971;DE;None;{'end_year': 2050, 'exact': 3, 'start_year': 1983};{'end_year': 20, 'exact': 0, 'start_year': 20};{'end_year': 'make_Attrib(const)', 'exact': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
