id,value
de-tso-0018itp-00501entry,6616776.0
de-tso-0003itp-00535exit,4113699.0
de-tso-0001itp-00537exit,5779226.0
nl-tso-0001itp-00101exit,999999999.0
de-tso-0002itp-00552entry,17356000.0
si-tso-0001itp-00042entry,322288.0
de-tso-0004itp-00540entry,1340276.0
be-tso-0001itp-00115exit,10486000.0
nl-tso-0001itp-00025exit,5000000.0
nl-tso-0001ugs-00266entry,999999999.0
de-tso-0004itp-00083entry,0.0
be-tso-0001itp-00159exit,11300000.0
be-tso-0001itp-00061entry,7500000.0
be-tso-0001itp-00112exit,11300000.0
hu-tso-0001itp-00032exit,3227415.0
nl-tso-0001itp-00555entry,13800000.0
de-tso-0009itp-00078entry,7822403.0
be-tso-0001itp-00101entry,16950000.0
de-tso-0004itp-00073entry,10374804.0
de-tso-0003itp-00497exit,2029300.0
at-tso-0001itp-00019entry,4750155.0
nl-tso-0001itp-00258exit,18000000.0
de-tso-0007itp-00068exit,3454000.0
de-tso-0005itp-00491entry,7182112.0
hu-tso-0001itp-00027exit,2162142.0
nl-tso-0001ugs-00269exit,2156000.0
nl-tso-0001itp-00169exit,22300000.0
de-tso-0005itp-00188entry,6383265.0
nl-tso-0001itp-00107exit,12651431.0
nl-tso-0001itp-00071entry,0.0
be-tso-0001itp-00519exit,0.0
de-tso-0014itp-00228entry,
de-tso-0014itp-00228exit,331200.0
de-tso-0006itp-00118entry,3174990.0
de-tso-0018itp-00535exit,4113699.0
de-tso-0009itp-00031entry,171616.0
at-tso-0001itp-00043exit,6378300.0
at-tso-0001itp-00007entry,4750155.0
nl-tso-0001ugs-00269entry,4312000.0
de-tso-0009itp-00080entry,9678147.0
de-tso-0001itp-00537entry,13963674.0
de-tso-0009itp-00060exit,1.0
nl-tso-0001itp-00102entry,999999999.0
nl-tso-0001ugs-00271entry,3907778.0
be-tso-0001itp-00147exit,18311349.0
de-tso-0010itp-00291exit,1086543.0
de-tso-0005itp-00553exit,0.0
de-tso-0009itp-00111entry,0.0
de-tso-0014itp-00227entry,
de-tso-0009itp-00244exit,0.0
de-tso-0009itp-00542exit,11181000.0
nl-tso-0001ugs-00266exit,999999999.0
at-tso-0001itp-00255exit,0.0
lu-tso-0001itp-00072entry,1600000.0
hu-tso-0001itp-10006entry,21484974.0
be-tso-0001itp-00038entry,26950000.0
nl-tso-0001ugs-00395exit,23544362.0
de-tso-0005itp-00501entry,6724907.0
de-tso-0009itp-00019entry,0.0
de-tso-0017itp-00247entry,15021164.0
de-tso-0005itp-00553entry,5944601.0
de-tso-0010itp-00007entry,9589000.0
de-tso-0009itp-00069entry,1276500.0
de-tso-0002itp-00105entry,3071750.0
de-tso-0014itp-00229exit,0.0
nl-tso-0001ugs-00396entry,23544362.0
be-tso-0001itp-00555entry,35535556.0
de-tso-0009itp-00103entry,550000.0
de-tso-0005itp-00535exit,4570776.0
de-tso-0014itp-00229entry,
de-tso-0018itp-00297exit,0.0
de-tso-0009itp-00060entry,10119000.0
de-tso-0001itp-00112exit,7247500.0
de-tso-0003itp-00015exit,3960000.0
nl-tso-0001itp-00088exit,1978000.0
at-tso-0001itp-00062entry,16337400.0
de-tso-0009itp-00539exit,7684819.0
be-tso-0001itp-00526exit,32205000.0
de-tso-0020itp-00454entry,9078944.0
de-tso-0004itp-00056entry,0.0
nl-tso-0001itp-00244exit,197000.0
de-tso-0009itp-00294exit,1772362.0
nl-tso-0001itp-00161entry,0.0
nl-tso-0001itp-00118exit,4884723.0
uk-tso-0003itp-00061entry,33476006.0
be-tso-0001itp-00258entry,16608056.0
be-tso-0001itp-00113entry,
de-tso-0018itp-00297entry,6831286.0
be-tso-0001itp-00526entry,5802869.0
de-tso-0001itp-00112entry,5394600.0
de-tso-0003itp-00013exit,0.0
de-tso-0007itp-00544exit,8716924.0
de-tso-0001itp-00076exit,12419680.0
hu-tso-0001itp-00011exit,3226377.0
de-tso-0005itp-00554entry,3825990.0
de-tso-0007itp-00544entry,7590000.0
nl-tso-0001itp-00554entry,17900000.0
at-tso-0001itp-00162entry,19907000.0
de-tso-0001itp-00123entry,0.0
de-tso-0009itp-00108exit,0.0
be-tso-0001itp-00542entry,10000000.0
de-tso-0010itp-00308entry,5380800.0
de-tso-0005itp-00102entry,2628462.0
de-tso-0004itp-00083exit,12198463.0
de-tso-0003itp-00252exit,22492.0
de-tso-0001itp-00501entry,20251345.0
be-tso-0001itp-00542exit,11300000.0
de-tso-0020itp-00451exit,7932260.0
nl-tso-0001itp-00161exit,0.0
de-tso-0009itp-00066entry,694362.0
de-tso-0009itp-00006exit,172963.0
at-tso-0003itp-00040exit,50014969.0
de-tso-0002itp-00105exit,0.0
de-tso-0016itp-00251entry,20451269.0
nl-tso-0001itp-00071exit,79000.0
nl-tso-0001ugs-00001exit,999999999.0
de-tso-0009itp-00244entry,0.0
de-tso-0001itp-00535exit,21195455.0
hu-tso-0001itp-00095entry,21524376.0
de-tso-0009itp-00111exit,7785000.0
be-tso-0001itp-00061exit,6879905.0
be-tso-0001itp-00555exit,13732000.0
de-tso-0007itp-00057entry,0.0
de-tso-0010itp-00308exit,1580600.0
de-tso-0001itp-00096exit,7700000.0
de-tso-0007itp-00068entry,11189431.0
de-tso-0013itp-00211entry,0.0
at-tso-0003itp-00040entry,17377622.0
at-tso-0001itp-00007exit,7273500.0
lu-tso-0001itp-00113exit,
hu-tso-0001itp-00307exit,0.0
nl-tso-0001ugs-00268exit,999999999.0
si-tso-0001itp-00079entry,5802212.0
be-tso-0001itp-00113exit,
de-tso-0010itp-00007exit,9016301.0
at-tso-0001itp-00019exit,7273500.0
de-tso-0009itp-00538exit,0.0
de-tso-0016itp-00452exit,15864532.0
nl-tso-0001itp-00076exit,14600000.0
nl-tso-0001itp-00555exit,36500000.0
uk-tso-0004itp-00207exit,20600000.0
be-tso-0001itp-00147entry,1839369.0
be-tso-0001itp-00110exit,4118000.0
hu-tso-0001itp-10006exit,0.0
lu-tso-0001itp-00072exit,0.0
de-tso-0009itp-00006entry,0.0
be-tso-0001itp-00110entry,5650000.0
nl-tso-0001itp-00102exit,10200000.0
be-tso-0001itp-00106exit,7800000.0
nl-tso-0001ugs-00267entry,999999999.0
be-tso-0001itp-00106entry,16954585.0
nl-tso-0001ugs-00267exit,999999999.0
nl-tso-0001itp-00552exit,39000000.0
nl-tso-0001ugs-00268entry,999999999.0
de-tso-0007itp-00294exit,6310609.0
de-tso-0003itp-00015entry,621846.0
uk-tso-0004itp-00207entry,7000000.0
nl-tso-0001itp-00552entry,0.0
de-tso-0010itp-00019entry,0.0
de-tso-0009ugs-00476entry,4731000.0
nl-tso-0001itp-00103exit,8800000.0
at-tso-0001itp-00162exit,10272000.0
de-tso-0014itp-00227exit,1060000.0
de-tso-0007itp-00294entry,0.0
de-tso-0009itp-00551exit,11026693.0
lu-tso-0001itp-00113entry,
nl-tso-0001itp-00553exit,9000000.0
nl-tso-0001itp-00076entry,999999999.0
nl-tso-0001ugs-00001entry,999999999.0
de-tso-0005itp-00107entry,8016639.0
nl-tso-0001ugs-00270entry,4884723.0
de-tso-0003itp-00501entry,6616776.0
uk-tso-0003itp-00061exit,27153206.0
nl-tso-0001itp-00305exit,12212.0
nl-tso-0001itp-00551entry,18950000.0
be-tso-0001itp-00112entry,9947444.0
de-tso-0002itp-00071exit,0.0
de-tso-0005itp-00554exit,6575256.0
de-tso-0002itp-00034entry,0.0
de-tso-0001itp-00096entry,38813300.0
hu-tso-0001itp-00027entry,5379731.0
de-tso-0005itp-00109entry,0.0
at-tso-0001itp-00079exit,4688610.0
de-tso-0002itp-00552exit,0.0
de-tso-0009itp-00539entry,6661899.0
de-tso-0004itp-00056exit,480000.0
de-tso-0004itp-00540exit,13234279.0
de-tso-0002itp-00026entry,9339299.0
be-tso-0001lng-00005exit,0.0
hu-tso-0001itp-00032entry,2094430.0
de-tso-0009itp-00551entry,13705319.0
de-tso-0009itp-00103exit,6154889.0
be-tso-0001itp-00088entry,1977500.0
nl-tso-0001itp-00553entry,0.0
nl-tso-0001ugs-00396exit,23544362.0
si-tso-0001itp-00049entry,1179847.0
nl-tso-0001ugs-00265entry,999999999.0
de-tso-0009itp-00047exit,1276500.0
be-tso-0001itp-00159entry,10000000.0
nl-tso-0001itp-00038exit,24815143.0
be-tso-0001itp-00114exit,6909601.0
hu-tso-0001itp-00055exit,5915716.0
de-tso-0002itp-00025entry,213400.0
de-tso-0018itp-00535entry,0.0
be-tso-0001itp-00519entry,10387500.0
be-tso-0001lng-00005entry,0.0
nl-tso-0001itp-00259exit,28917556.0
nl-tso-0001itp-00551exit,26040000.0
de-tso-0009itp-00108entry,0.0
nl-tso-0001ugs-00395entry,23544362.0
de-tso-0003itp-00253entry,3626.0
nl-tso-0001itp-00305entry,0.0
de-tso-0002itp-00071entry,205170.0
nl-tso-0001itp-00554exit,12200000.0
de-tso-0009ugs-00476exit,4361000.0
si-tso-0001itp-00049exit,1072588.0
nl-tso-0001itp-00103entry,23200000.0
de-tso-0009itp-00538entry,25677254.0
de-tso-0001itp-00076entry,0.0
de-tso-0009itp-00126entry,17611233.0
at-tso-0003itp-00037entry,59835996.0
hu-tso-0001itp-00011entry,505952.0
de-tso-0009itp-00282exit,0.0
nl-tso-0001ugs-00270exit,3517000.0
nl-tso-0001itp-00078exit,21395084.0
at-tso-0001itp-00140exit,15546725.0
de-tso-0018itp-00501exit,0.0
be-tso-0001itp-00101exit,14261744.0
de-tso-0009itp-00072exit,1112900.0
de-tso-0009itp-00542entry,8053016.0
de-tso-0003itp-00497entry,3624.0
de-tso-0005itp-00109exit,6960200.0
de-tso-0005itp-00102exit,2210000.0
de-tso-0003itp-00013entry,0.0
si-tso-0001itp-00042exit,2846879.0
nl-tso-0001itp-00101entry,999999999.0
at-tso-0001itp-00140entry,10235706.0
de-tso-0001itp-00150exit,11988000.0
nl-tso-0001ugs-00271exit,1953889.0
nl-tso-0001itp-00151exit,4200000.0
de-tso-0005itp-00081entry,8831000.0
de-tso-0007itp-00057exit,0.0
de-tso-0009itp-00525entry,6383265.0
nl-tso-0001ugs-00265exit,999999999.0
be-tso-0001itp-00114entry,226000.0
nl-tso-0001itp-00160entry,999999999.0
