id,value
be-tso-0001lng-00005exit,0.0
de-tso-0010itp-00007entry,0.0
de-tso-0007itp-00544entry,2000000.0
at-tso-0001itp-00019entry,8332344.0
be-tso-0001itp-00113entry,
hu-tso-0001itp-00307exit,8613957.0
nl-tso-0001ugs-00266exit,999999999.0
de-tso-0018itp-00535entry,0.0
de-tso-0005itp-00081entry,0.0
be-tso-0001itp-00159exit,0.0
nl-tso-0001ugs-00270exit,999999999.0
uk-tso-0004itp-00207exit,20600000.0
be-tso-0001itp-00088entry,0.0
de-tso-0005itp-00102exit,0.0
de-tso-0003itp-00252exit,0.0
lu-tso-0001itp-00113entry,
de-tso-0007itp-00294entry,0.0
nl-tso-0001itp-00555entry,999999999.0
de-tso-0018itp-00297entry,6831286.0
nl-tso-0001itp-00102exit,999999999.0
be-tso-0001itp-00112entry,0.0
de-tso-0009itp-00072exit,0.0
de-tso-0002itp-00071exit,0.0
de-tso-0009itp-00111entry,0.0
de-tso-0017itp-00247entry,15000000.0
hu-tso-0001itp-00032exit,3227415.0
de-tso-0002itp-00071entry,0.0
de-tso-0009itp-00060exit,0.0
nl-tso-0001itp-00161exit,0.0
nl-tso-0001ugs-00395exit,999999999.0
de-tso-0009itp-00066entry,0.0
de-tso-0007itp-00544exit,15300000.0
be-tso-0001itp-00113exit,
at-tso-0001itp-00079exit,3910000.0
nl-tso-0001itp-00552entry,999999999.0
nl-tso-0001ugs-00001exit,999999999.0
de-tso-0020itp-00451exit,0.0
si-tso-0001itp-00049exit,1072588.0
de-tso-0009itp-00019entry,0.0
de-tso-0003itp-00497exit,0.0
nl-tso-0001itp-00555exit,999999999.0
de-tso-0016itp-00452exit,0.0
hu-tso-0001itp-00095entry,21524376.0
at-tso-0001itp-00007entry,8332344.0
at-tso-0001itp-00140exit,12370288.0
de-tso-0005itp-00554exit,0.0
de-tso-0003itp-00501entry,0.0
nl-tso-0001itp-00076entry,999999999.0
at-tso-0001itp-00043exit,11411754.0
de-tso-0009itp-00539exit,0.0
de-tso-0002itp-00552entry,0.0
de-tso-0005itp-00554entry,0.0
be-tso-0001itp-00526entry,0.0
de-tso-0001itp-00112exit,20000000.0
de-tso-0009itp-00108exit,0.0
be-tso-0001itp-00106exit,0.0
uk-tso-0003itp-00061entry,0.0
nl-tso-0001itp-00071entry,0.0
nl-tso-0001itp-00071exit,0.0
de-tso-0004itp-00056exit,0.0
be-tso-0001itp-00115exit,0.0
nl-tso-0001ugs-00395entry,999999999.0
de-tso-0009itp-00111exit,0.0
de-tso-0010itp-00308entry,0.0
de-tso-0002itp-00105exit,0.0
hu-tso-0001itp-00027entry,5379731.0
hu-tso-0001itp-00032entry,2199152.0
be-tso-0001itp-00114exit,0.0
de-tso-0007itp-00068entry,12300000.0
nl-tso-0001ugs-00265entry,999999999.0
nl-tso-0001itp-00025exit,999999999.0
de-tso-0009itp-00006exit,0.0
nl-tso-0001ugs-00271exit,0.0
hu-tso-0001itp-10006exit,40606351.0
be-tso-0001itp-00519exit,0.0
nl-tso-0001itp-00101entry,999999999.0
be-tso-0001itp-00101entry,0.0
si-tso-0001itp-00042entry,2846879.0
de-tso-0005itp-00553entry,0.0
de-tso-0014itp-00229exit,437551.0
nl-tso-0001ugs-00269entry,999999999.0
nl-tso-0001ugs-00396entry,999999999.0
de-tso-0001itp-00123entry,20000000.0
lu-tso-0001itp-00113exit,
de-tso-0013itp-00211entry,0.0
de-tso-0003itp-00013exit,0.0
de-tso-0002itp-00552exit,0.0
de-tso-0002itp-00025entry,0.0
de-tso-0004itp-00083entry,1.0
nl-tso-0001itp-00118exit,999999999.0
de-tso-0001itp-00076exit,20000000.0
